,Topic,Subject,Text
70,Metadatos,Definición de metadatos,"Los metadatos, son datos que describen otros datos. En general, un grupo de metadatos se refiere a un grupo de datos que describen el contenido informativo de un objeto al que se denomina recurso.​ El concepto de metadatos es análogo al uso de índices para localizar objetos en vez de datos."
72,Metaverso,Definición de metaverso,"El término metaverso viene de una novela de 1992 llamada 'Snow Crash', y es un término que se ha asentado para describir visiones de espacios de trabajo tridimensionales o virtuales. Este metaverso, por lo tanto, significa un mundo virtual en el que podemos interactuar, y que ha sido creado para parecerse a una realidad externa."
73,Metaverso,Definición de metaverso,"El Metaverso es un mundo virtual, uno al que nos conectaremos utilizando una serie de dispositivos que nos harán pensar que realmente estamos dentro de él, interactuando con todos sus elementos. Será como realmente teletransportarse a un mundo totalmente nuevo a través de gafas de realidad virtual y otros complementos que nos permitirán interactuar con él."
74,Metaverso,Definición de metaverso,"Un metaverso es un universo creado en el ciberespacio. A estos universos se podría acceder con realidad virtual y en el que, idealmente, se deberá poder viajar a través de diferentes experiencias de forma compartida con millones de usuarios. Primeros intentos de metaversos podrían ser Roblox, Fortnite o Animal Crossing: New Horizons. Aún se están imaginando estos nuevos metaversos... es un nuevo campo por explorar y en breve tendremos incontables universos donde ""vivir""."
75,Metaverso,Ejemplo de metaverso,"Las videollamadas, que tras la pandemia se han popularizado tanto, en un futuro podrían ser sustituidas por reuniones virtuales en el metaverso. Es decir, que en lugar de conectar nuestras cámaras veríamos cómo se reúnen nuestros avatares."
76,Metaverso,Ejemplo de metaverso,"La posibilidad de probar el funcionamiento de nuevas máquinas o sistemas con mucha fiabilidad antes de la fabricación final, con el consecuente ahorro de miles de millones de euros en tests antes del lanzamiento de una nueva patente."
77,Modelo,Definición de modelo,"Un modelo es un método analítico que permite que un sistema, por sí mismo, sin intervención humana y en forma automatizada, aprenda a descubrir patrones, tendencias y relaciones en los datos, y gracias a dicho conocimiento, en cada interacción con información nueva se ofrecen mejores perspectivas."
78,Modelo,Definición de modelo,"Un modelo de aprendizaje automático es un archivo que se ha entrenado para reconocer determinados tipos de patrones. Puede entrenar un modelo con un conjunto de datos, y proporcionarle un algoritmo que puede usar para averiguar y obtener información de esos datos."
79,Modelo,Definición de modelo,Los modelos de IA (aprendizaje automático y aprendizaje profundo) ayudan a automatizar la inferencia lógica y la toma de decisiones en la inteligencia empresarial.
80,Modelo,Definición de modelo,"Todos los modelos en IA generalmente aprenden una función F que relaciona los valores de entrada x y los valores de salida y. y = F(x). El modelo es una representación de los valores x que se han usado para entrenarlo. Cuanto más acertado sea el modelo, mejor representará a estos valores y será, por tanto, un mejor predictor ante nuevos ejemplos."
81,Modelos generativos,Definición de modelos generativos,"Los modelos generativos permiten a una máquina “aprender” los patrones que existen en los datos con los que son entrenadas y a partir de dicho aprendizaje, son capaces de generar datos similares que en algunos casos pueden ser casi tan “reales” como los que se utilizaron inicialmente para su entrenamiento."
82,Modelos generativos,Ejemplo de modelos generativos,"En particular, las Redes Neuronales Generativas Adversariales (GAN’s) pueden generar nuevas imágenes que se parecen o son similares a las imágenes con las que fueron entrenadas, pero que individualmente son distintas a todas ellas."
83,Modelos generativos,Definición de modelos generativos,"Los modelos generativos se llaman así porque generan nuevos ejemplos, similares a los del conjunto de datos con los que fueron entrenados. También se los conoce como Redes Generativas Antagónicas o GANs (por sus siglas en inglés). Son básicamente dos modelos (redes neuronales artificiales) que compiten entre sí: una genera nuevos ejemplos y la otra intenta discriminar entre los ejemplos reales y los sintéticos. Poco a poco el generador se vuelve tan bueno que el discriminador es incapaz de distinguir entre realidad y ficción."
84,Modelos generativos,Definición de modelos generativos,"Un modelo generativo es una arquitectura profunda dotada de algoritmos de aprendizaje que tiene como misión aprender cualquier tipo de distribución de datos, todo esto aplicado dentro del paradigma de aprendizaje no supervisado."
88,Máquina de Turing,Definición de máquina de Turing,La máquina de Turing es un aparato mental ideado por Alan Turing en los años treinta del pasado siglo para dar respuesta a una de las grandes preguntas planteadas por el matemático David Hilbert en 1900.
87,Máquina de Turing,Definición de máquina de Turing,"La máquina de Turing es un dispositivo creado en 1936, que representa un modelo idealizado de computación capaz de almacenar/procesar información virtualmente infinita. El sistema es una abstracción matemática que se construye de un modo extraordinariamente sencillo, pero que facilita la comprobación empiricista de un abanico amplio de preguntas sobre las teorías de la computabilidad y/o de la complejidad. Su ideación marcó un gran hito en la historia de la informática, hasta el punto de ser considerada como el origen de los actuales ordenadores (y de las tecnologías afines, como las tabletas o los teléfonos móviles)."
86,Máquina de Turing,Definición de máquina de Turing,"Una Máquina de Turing consta de una cinta infinita dividida en espacios de trabajo o celdas yuxtapuestas que actúa como memoria, un cabezal capaz de leer y escribir símbolos en la cinta y moverla de celda en celda a derecha e izquierda, un registro de estado, y una tabla finita de instrucciones o tabla de acción."
85,Máquina de Turing,Definición de máquina de Turing,Una Máquina de Turing es un dispositivo que utiliza una tabla de reglas para manipular símbolos en una cinta de datos. Un máquina de Turin es un modelo formal de computación capaz de realizar cualquier cómputo (que un ordenador sea capaz de realizar). Gracias a este modelo teórico es posible categorizar los problemas computacionales de acuerdo a su complejidad: A) Complejidad P: Sus soluciones pueden encontrarse en tiempo polinómico por máquinas de Turing deterministas. B) Complejidad NP: Sus soluciones pueden encontrarse en tiempo polinómico por máquinas de Turing no deterministas.
89,Prolog,Definición de Prolog,"PROLOG es un lenguaje de programación basado en el paradigma lógico, este lenguaje es utilizado principalmente para aplicaciones de inteligencia artificial. El desarrollo de PROLOG se inició en 1970 con Alain Coulmeauer y Philippe Roussel."
90,Prolog,Definición de Prolog,"Prolog, proveniente del francés PROgrammation en LOGique, ​ es un lenguaje de programación lógico e interpretado usado habitualmente en el campo de la Inteligencia artificial."
91,Prolog,Definición de Prolog,"El Prolog es un lenguaje de programación interpretado desarrollado en Francia en los '70. En este lenguaje existen dos tipos de cláusulas: Hechos y Reglas. Los Hechos siempre son ciertos, mientras que las Reglas definen una relaciones entre diferentes Hechos y/o Reglas. Aquí tienes como resolver en PROLOG un factorial con dos Hechos y una Regla:\nfactorial(0, 1).\nfactorial(1, 1).\nfactorial(N, F) :- \n N>0, \n N1 is N - 1,\n factorial(N1, F1),\n F is N * F1."
92,Realidad aumentada,Definición de realidad aumentada,La realidad aumentada es un conjunto de técnicas que permiten la aplicación de elementos virtuales sobre una representación de la realidad física.
93,Realidad aumentada,Definición de realidad aumentada,La Realidad Aumentada (RA) es una tecnología que permite superponer elementos virtuales sobre nuestra visión de la realidad.
94,Realidad aumentada,Ejemplo de realidad aumentada,"El ejemplo más famoso de realidad aumentada en los últimos años es Pokémon Go, que superpone elementos del juego en el mundo real. Los pokemones aparecen en tu pantalla como si los vieras a través de la lente de la cámara de tu dispositivo."
95,Realidad aumentada,Definición de realidad aumentada,"La Realidad Aumentada es el conjunto de tecnologías que permiten visualizar, a través de algún tipo de dispositivo, el mundo real con algunos ""extras"". Estos extras pueden ser gráficos, fotos o videos, interactivos o no, que agregan información a lo que un ser humano vería normalmente. Se diferencia de la Realidad Virtual en que esta última no incorpora elementos reales, es completamente virtual, en el sentido que lo que se ve, está generado por un ordenador."
96,Reglas de asociación,Definición de reglas de asociación,"Una regla de asociación se define como una implicación del tipo “si X entonces Y”, donde X e Y son itemsets o items individuales. El lado izquierdo de la regla recibe el nombre de antecedente o lenft-hand-side (LHS) y el lado derecho el nombre de consecuente o right-hand-side (RHS)."
97,Reglas de asociación,Definición de reglas de asociación,"Las reglas de asociación son implicaciones lógicas del tipo ""Si X, entonces Y"". Se pueden obtener de un árbol de decisión o deducir directamente del conjunto entrenamiento. Por ejemplo, si tenemos un conjunto de datos con información del alto (X), ancho (Y) y profundidad (Z) de un objeto y queremos clasificarlo como grande o pequeño podemos tener reglas como: Si (X > 20) entonces grande, Si (X <= 20) entonces pequeño, Si (X > 10) e (Y>10) entonces grande."
98,Reglas de asociación,Ejemplo de reglas de asociación,"El aprendizaje de reglas de asociación nos dice que si un usuario compra, por ejemplo, un libro, qué tan probable es que compre otro libro, donde estos dos libros están relacionados porque otros usuarios los compraron a ambos."
99,Smart data,Definición de smart data,"Smart data se refiere a datos que han sido preprocesados y curados. Estos datos están listos para ser usados, es decir, se les pueden aplicar directamente algoritmos de Machine Learning (Aprendizaje Automático). Nos referimos a big data cuando realizamos la extracción de datos sin más, en particular cuando recogemos una gran cantidad de datos. El smart data, por otro lado, recoge también una gran cantidad de datos, pero incluye además el valor añadido del análisis de estos datos."
100,Smart data,Definición de smart data,"Todos sabemos en qué consiste el Big Data, hace referencia al gran volumen de datos que se pueden recopilar. Por su parte, el Smart Data también recoge muchos datos al instante, pero en este caso tienen un valor añadido con respecto al primero y es que además de recabar mucha información el sistema también es capaz de analizarla."
101,Smart data,Definición de smart data,"El Smart Data aparece a raíz del Big Data. El concepto de Smart Data hace referencia a la transformación de largas listas de números y datos en información con valor, con respuesta, útil. Convertir datos en estadísticas utilizando complicados algoritmos que procesan el Big data."
104,Sobreajuste,Definición de sobreajuste,"El sobreajuste (en inglés overfitting) es la consecuencia de crear un modelo ajustado a un conjunto de ejemplos tan, pero tan requetebien, que cuando le presentas nuevos ejemplos un poco diferentes es incapaz de identificarlos. No consigue generalizar el patrón aprendido. Imagina que generas un modelo (una red neuronal, por ejemplo) en base a muchas imágenes de gatos de color blanco, marrón y naranja. Cuando le das una nueva imagen de un gato con esos colores la identifica correctamente como un gato, pero si le das una imagen de un gato negro... pues te dirá que de gato eso no tiene ná..."
103,Sobreajuste,Definición de sobreajuste,Se denomina sobreajuste al hecho de hacer un modelo tan ajustado a los datos de entrenamiento que haga que no generalice bien a los datos de test.
102,Sobreajuste,Definición de sobreajuste,"El sobreajuste se produce cuando un sistema de aprendizaje automático se entrena demasiado o con datos anómalos, que hace que el algoritmo «aprenda» patrones que no son generales. Aprende características especificas pero no los patrones generales, el concepto. Los modelos más complejos tienden a sobreajustar más que lo modelos más simples. Además, ante un mismo modelo, a menor cantidad de datos es más posible que ese modelo se sobreajuste."
105,Subajuste,Causa de subajuste,Si nuestros datos de entrenamiento son muy pocos nuestra máquina no será capaz de generalizar el conocimiento y estará incurriendo en un subajuste.
106,Subajuste,Definición de subajuste,"Casi no se habla de él, pero sí, si que existe. Sucede cuando se genera un modelo demasiado simple, incapaz de funcionar incluso con el conjunto de ejemplos con el cual se genera. No consigue identificar un patrón. Puede suceder que no se tengan suficientes datos para generar el modelo. Pero tranquilxs... hay formas de solucionarlo. Por ejemplo, se pueden ajustar los parámetros del algoritmo que estas utilizando o probar con otro tipo de algoritmo que mejor se adapte a los datos."
107,Subajuste,Definición de subajuste,Subajuste hace referencia al fallo de nuestro modelo al generalizar el conocimiento que pretendemos que adquieran.
108,Sugar code,Definición de sugar code,"El sugar coding es un término que se refiere a los elementos agregados a un lenguaje de programación para hacer que su programación sea más sencilla (i.e., mas dulce), sin afectar su funcionalidad. A) a = a + 1 se puede escribir como a += 1. B) 1 < x and x < 10 se puede escribir como 1 < x < 10. C) number = 1000000000 se puede escribir como number = 1_000_000_000."
109,Tabla Hash,Definición de tabla hash,"Las tablas hash son estructuras de datos que se utilizan para almacenar un número elevado de datos sobre los que se necesitan operaciones de búsqueda e inserción muy eficientes. Una tabla hash almacena un conjunto de pares “(clave, valor)”."
110,Tabla Hash,Definición de tabla hash,"Una tabla hash, matriz asociativa, hashing, mapa hash, tabla de dispersión o tabla fragmentada es una estructura de datos que asocia llaves o claves con valores. La operación principal que soporta de manera eficiente es la búsqueda: permite el acceso a los elementos almacenados a partir de una clave generada."
111,Tabla Hash,Definición de tabla hash,"Una Tabla Hash es una estructura de datos que relaciona un valor llamado ""clave"" con otro u otros elementos. Tiene la particularidad de realizar operaciones de búsqueda muy rápidas gracias al uso de funciones hash. Las claves de la tabla hash están codificadas de tal manera que solo hay un sitio posible dentro de la estructura donde puede guardarse cada dato. Así, buscarlo es cuestión de aplicar una función matemática e ir a buscar el dato en donde se indique."
112,Test de Turing,Definición de test de Turing,"El test de Turing consiste en que un humano mantiene una conversación con una computadora y otra persona, pero sin saber quién de los dos conversadores es realmente una máquina. El objetivo de este experimento es determinar si la inteligencia artificial puede imitar las respuestas humanas."
113,Test de Turing,Definición de test de Turing,La prueba de Turing o test de Turing es un examen de la capacidad de una máquina para exhibir un comportamiento inteligente similar al de un ser humano o indistinguible de este.
114,Test de Turing,Definición de test de Turing,"El Test de Turing es una prueba para medir la inteligencia de una máquina. Consiste en preguntar a una máquina y a un humano una serie de preguntas. Si el que pregunta no es capaz de distinguir quién es el humano y quién es la máquina, entonces se dice que esta última es inteligente y ha superado el test. En el 2014 se dijo que una IA llamada Eugene había superado el test, pero solamente había convencido a un 30% de los jueces... Asi que yo diría que aún no se ha desarrollado ninguna máquina capaz de engañar completamente a un humano haciendose pasar por alguien de su misma especie."
115,Turing completo,Definición de turing completo,"Un sistema Turing Completo es aquel que tiene un poder computacional equivalente a la Máquina de Turing Universal. En otras palabras, un sistema Turing Completo puede emular una Máquina de Turing Universal y viceversa. Como verás, lxs informáticxs y matemáticxs también filosofamos... Algunos ejemplos son Cálculo lambda (sin tipo), Autómatas celulares, Ordenadores cuánticos, Gramáticas formales, y muchas otras..."
116,Turing completo,Definición de turing completo,"Por Turing completo se entiende a aquel lenguaje que tiene un poder computacional equivalente a lo que se denomina Máquina de Turing Universal. Dicho de otro modo, Alan Turing ideó un sistema que en teoría podría realizar cualquier tipo de cálculo si se disponía de recursos físicos ilimitados."
117,Turing completo,Definición de turing completo,"Se dice que un sistema es ""Turing completo"" en la teoría informática si se puede utilizar para emular una máquina de Turing, que es una construcción teórica diseñada por el matemático y científico informático de mediados de siglo Alan Turing."
121,Unidad de Procesamiento Gráfico (GPU),Definición de Unidad de Procesamiento Gráfico (GPU),"Las GPUs son como las CPUs pero para gráficos. Son co-procesadores matemáticos diseñados para el procesamiento de gráficos y operaciones en punto flotante. Es decir, ayudan a la CPU a procesar todo lo relacionado con aplicaciones 3D, videojuegos, ... Las tarjetas gráficas que se usan para otra cosa que no sea el procesamiento gráfico se llaman GP-GPUs o GPUs de propósito general. Estas GPUs son capaces de procesar cálculos numéricos mucho más rápidamente que la CPU y pueden trabajar de forma paralela. Han sido las culpables del boom de todo el tema alrededor del Deep Learning."
120,Unidad de Procesamiento Gráfico (GPU),Definición de Unidad de Procesamiento Gráfico (GPU),"Una unidad de procesamiento gráfico (del inglés graphics processing unit, GPU) o procesador gráfico es un coprocesador dedicado al procesamiento de gráficos u operaciones de coma flotante, para aligerar la carga de trabajo del procesador/CPU central en aplicaciones como los videojuegos o aplicaciones 3D interactivas."
119,Unidad de Procesamiento Gráfico (GPU),Definición de Unidad de Procesamiento Gráfico (GPU),"La computación acelerada por GPU es el uso de una unidad de procesamiento de gráficos (GPU, por sus siglas en inglés) junto a una CPU para acelerar el funcionamiento de las aplicaciones de aprendizaje profundo, análisis e ingeniería."
118,Unidad de Procesamiento Gráfico (GPU),Definición de Unidad de Procesamiento Gráfico (GPU),"Una GPU es un procesador diseñado para manejar gráficos operaciones Esto incluye los cálculos 2D y 3D, aunque las GPU se destacan principalmente en la representación de gráficos 3D."
122,Variables dummy,Definición de variables dummy,"En estadística y econometría, particularmente en el análisis de regresión, una variable ficticia es aquella que toma solo el valor 0 o 1 para indicar la ausencia o presencia de algún efecto categórico que se puede esperar que cambie el resultado."
123,Variables dummy,Definición de variables dummy,Las variables dummy o indicadoras sirven para identificar categorias o clase a las que pertenecen las observaciones.
124,Variables dummy,Definición de variables dummy,"Una Variable Dummy es una variable que se crea cuando la variable original no puede ser usada. Por ejemplo, si tenemos una variable categórica como ""color"" (que puede tomar valores ""verde"", ""azul"" o ""rojo"") y queremos medir distancias entre distintas instancias, tendremos que convertirla en valores numéricos. Una opción es usar codificación one-hot y convertir la variable ""color"" en tres variables dummy nuevas (una por color). Estas tres variables serán binarias y podrán tomar el valor de 0 o 1, pero solo estará en 1 una sola de estas tres variables a la vez. Asi podemos comparar colores usando una distancia de hamming."
125,Xenobot,Historia de xenobot,"El xenobot ha sido diseñado por un superordenador llamado Deep Green que se encuentra en la Universidad de Vermont, aunque posteriormente han sido desarrollado en el Laboratorio de Biología de la Universidad de Tufts, en Massachusetts."
126,Xenobot,Definición de xenobot,Un xenobot es un robot que ha sido obtenido a partir de embriones de rana mediante un sofisticado proceso tecnológico. Es un hito histórico ya que representa el primer robot o máquina biológica que ha sido diseñada desde cero de una materia orgánica viva.
127,Xenobot,Definición de xenobot,"Un xenobot es una entidad biológica sintética creada a partir de células de embriones de la especie Xenopus laevis, ​ diseñada a partir de una supercomputadora especializada en determinar configuraciones de su estructura para dotarla de propiedades específicas que les permitan tener comportamientos programados."
128,Xenobot,Definición de xenobot,"Los xenobots (también llamdos biobots) son mitad animal y mitad robots. Son primeros robots vivos autorreplicantes. Fueron creados gracias a células de embriones de rana de uñas africanas, y han sido diseñados con un ordenador a partir de bloques de construcción biológicos específicos basados en un algoritmo evolutivo. Son como pequeños Pac-Man."
129,Árbol,Definición de árbol,"Los Árboles son las estructuras de datos mas utilizadas, pero también una de las mas complejas, Los Árboles se caracterizan por almacenar sus nodos en forma jerárquica y no en forma lineal como las Listas Ligadas, Colas,Pilas,etc., de las cuales ya hemos hablado en días pasados."
130,Árbol,Definición de árbol,"Un árbol es una estructura (posiblemente no lineal) de datos compuesta de nodos, vértices y aristas que es acíclica. Un árbol que no tiene ningún nodo se llama árbol vacío o nulo. Un árbol que no está vacío consta de un nodo raíz y potencialmente muchos niveles de nodos adicionales que forman una jerarquía."
131,Árbol,Definición de árbol,"Un árbol es una estructura de datos. Es un tipo de grafo con una estructura jerárquica, como un árbol en la naturaleza. Tiene la particularidad de no tener ciclos. Usando esta estructura de datos es más fácil solucionar algunos probelmas comunes como: Búsqueda de prefijos en cadenas de caracteres, Representación de fórmulas matemáticas, Representación HTML, Toma de decisiones. ¡Y mucho más!"
132,Árbol,Definición de árbol,"Los árboles son, sin duda, una de las estructuras de datos no lineales, empleadas en informática, tanto para resolver problemas de hardware como de software. Los árboles de directorios son organizaciones bastante empleadas por cualquier usuario o programador de una computadora."
133,Árbol de Merkle,Definición de árbol de Merkle,"Una Árbol Hash o Árbol de Merkle es una estructura de datos tipo árbol en el que: A) Cada nodo hoja está etiquetado con el resultado de aplicar una Función Hash al dato correspondiente a esa hoja. A) Cada nodo interno está etiquetado con el resultado de aplicar una Función Hash a la concatenación de las etiquetas de sus nodos descendientes. Los Árboles de Merkle son utilizados para registrar transacciones entre pares, tipo Blockchain. Pero tranquil@, en breve te hago un vídeo explicando como funcionan..."
134,Árbol de Merkle,Definición de árbol de Merkle,"Un árbol hash de Merkle o árbol de Merkle o árbol hash es una estructura de datos en árbol, binario o no, en el que cada nodo que no es una hoja está etiquetado con el hash de la concatenación de las etiquetas o valores de sus nodos hijo. Son una generalización de las listas hash y las cadenas hash."
135,Árbol de Merkle,Definición de árbol de Merkle,Los árboles Merkle son una estructura de datos creada con el objetivo de facilitar la verificación de grandes cantidades de datos organizados relacionando los mismos por medio de diversas técnicas criptográficas y de manejo de información.
137,Árbol de decisión,Definición de árbol de decisión,Un árbol de decisión​ es un modelo de predicción utilizado en diversos ámbitos que van desde la inteligencia artificial hasta la Economía.
136,Árbol de decisión,Definición de árbol de decisión,"Es la representación de una serie de reglas para tomar una decisión. Existe un modelo de aprendizaje que aprende estas reglas basándose en ejemplos. El truco es identificar aquellas decisiones que mejor dividan al conjunto de ejemplos. Por ejemplo, si tenemos que clasificar una cesta de la compra en una cesta navideña o normal, que esté dentro un pan dulce o un turrón es casi determinante. Las decisiones más relevantes estarán más arriba en la jerarquía del árbol resultante."
138,Árbol de decisión,Definición de árbol de decisión,"Un diagrama de árbol de decisiones te permite evaluar mediante una representación gráfica los posibles resultados, costos y consecuencias de una decisión compleja. Este método es muy útil para analizar datos cuantitativos y tomar una decisión basada en números."
